duration_1,duration_2,duration_3,duration_4,duration_5,loudness_level,popularity_level,tempo_class,time_signature,key_mode,artist_song_count,album_freq,movement_index,intensity_level,verbal_density,purity_score,positivity_index,activity_rate,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,signal_strength,mode_indicator,focus_factor,ambient_level,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,resonance_factor,timbre_index,echo_constant,distorted_movement,signal_power,target_class,target_regression
0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2218242027933286,0.7673876275060306,-0.4791298618662256,0.1668364894384329,1.0441235551283288,0.5288869459254828,-0.4809533585312117,0.2980060614032435,0.7210294910564365,-0.9052488987587672,0.7425785150845471,1.0308590910123665,-0.3063176392357594,2.658449122594932,-0.9425677848788984,-0.67784618029962,-0.0091634704863703,0.451001450947914,-1.1097968911704768,-1.2516924341001134,0.0,0.524,1.0,0.0,0.111,-0.8660254037844385,-0.5000000000000004,1.6258360582437366,0.3517480919339505,1.0,0.4575281582117115,0.0,0.0,-0.905244928325325,-1.9805719675604068,0.17360623196264346,1,-0.8574327134720788,0.524,class_31,2.2757896937434103
0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2218242027933286,0.7673876275060306,-0.022292629208545,0.4224879842901289,0.4736566745482066,0.5742209677103396,-0.4705497299203621,-0.6874960609782944,-1.1998227462951143,-0.7391946686367452,0.2589336895591146,-0.9306290459937824,-0.3063060227447256,-0.4969460167583175,-0.7689617418508047,0.1593350269601942,-0.0093392023482267,-0.5545165074785285,-1.1097968911704768,-1.5812435666834157,0.0,0.716,1.0,2.63e-05,0.135,-0.8660254037844385,-0.5000000000000004,1.488948718431986,-0.1207413674938962,1.0,0.528398259181088,0.0,0.0,-0.7391914265193157,-1.054985646936872,0.35457524473098456,1,-1.7275387636498407,0.716,class_31,2.2757896937434103
0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.2218242027933286,-0.1049255875695396,1.1077784199972966,0.2946622368642809,-0.4483100011368396,0.3232931804625791,-0.5244594418129463,-0.1350494943579448,-0.5788243322115808,-0.9051821835196664,0.1982456994992389,-0.66490723865684,-0.3063176392357594,-0.0228345736353438,-0.9424980355647048,-0.38669169172918,-0.0092583278791884,-0.5496280240072584,-1.1097968911704768,1.384716626566304,0.0,0.597,0.0,0.0,0.105,0.4999999999999999,-0.8660254037844387,1.6535185916692754,0.4472989680910411,1.0,0.162521239377981,0.0,0.0,-0.9051782133788382,-0.587028406292586,0.7534320158167861,1,-0.102572497754947,0.597,class_31,2.051623313827649
0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,0.2218242027933286,0.4578571318340541,-0.1425129535921452,-0.3870750827402415,-0.0334249970785685,0.911840129950195,-0.476224436435371,-0.935510586559025,-0.6559669923461813,0.1965532749918138,0.418866789674944,-0.6037976327149284,-0.3063175006474474,-0.6189169579388208,0.2093421390298873,1.5376658151527105,-0.0094515560365246,0.1761427781479088,-0.7757928102365876,0.3960632288163974,1.0,0.965,0.0,7.07e-06,0.371,-0.4999999999999997,-0.8660254037844388,1.366253205378063,-0.5442453724427458,1.0,1.1466146796580798,0.0,0.0,0.1965524129065936,0.14966891092469145,0.4843750397504949,1,-0.6845639617811325,0.965,class_31,2.9034555575075425
0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.2218242027933286,-0.0767864515993599,1.396307198517937,0.5929223141912595,1.2630906406035274,-0.0025948094733001,-0.2899049058592465,-0.9133465626287476,0.8251720822381468,-0.6705446876019676,-0.6280822150930484,1.2647390992175347,-0.3032795375224578,1.1119064066913549,-0.6971896975454976,-0.0876821245911399,-0.0093374005485514,0.8320546037079897,0.2262194325650796,0.0665120962330952,0.0,0.667,1.0,0.053,0.074,0.4999999999999999,-0.8660254037844387,1.3911823951926667,-0.4581981204786513,1.0,-0.2358010452731842,0.0,0.0,-0.6705417465842477,1.0241623266068782,0.31909311558238074,1,-0.3964493756295557,0.667,class_31,1.5584572780129735
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2218242027933286,1.6115617066114212,-0.5753061213731058,-0.4722922476908068,-0.6672770866120379,0.6994860279053391,-0.424206293381123,-0.0839248801361379,-0.1969681645453087,1.7337390991145605,0.5586172493701058,-0.5017009843337813,-0.3063176392357594,2.082360383459899,1.8164360873666932,0.0356897090044335,-0.0093151046045837,-0.1614309676336971,-1.4438009721043656,1.384716626566304,0.0,0.692,1.0,0.0,0.115,-0.5000000000000004,0.8660254037844384,1.4931587454002233,-0.1062097580029481,1.0,0.7373766016273192,0.0,0.0,1.7337314949123257,0.6941359433717644,0.7026162390226526,1,-0.9208179224254258,0.692,class_31,1.7826236579287351
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2218242027933286,1.5834225706412417,1.396307198517937,0.7207480616171074,0.1624929215045032,0.4119728897434833,-0.3523266775243441,-0.944887442273354,0.0344598158584925,0.7609975554045784,-0.3825400207322948,-0.0140959918280034,-0.3061769775831195,1.1119064066913549,0.7994562117656001,0.6668004508631687,-0.0094074779585295,0.3862705379568071,-0.4417887293026986,0.3960632288163974,0.0,0.817,0.0,0.0386,0.142,-0.5000000000000004,0.8660254037844384,1.3880137155159695,-0.4691353462995453,1.0,0.2848576369834348,0.0,0.0,0.760994217659404,-1.1793247984474855,0.5027256074366623,1,0.1970666718426925,0.817,class_31,1.5136240020298213
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2218242027933286,0.4859962678042338,0.2181480195586553,-0.4722922476908068,1.856606688075776,0.0695817252104852,-0.3996158984827513,-0.5951710223542076,1.8048838659475723,-0.1382571524358149,0.8681756594310825,2.762045573844797,-0.3063154236120537,1.091919048529882,-0.1406947942511443,-1.225726515208041,-0.0088599189942208,0.9712072487486468,1.2282316753667468,0.7256143613996996,0.0,0.341,1.0,3.7e-06,0.0734,-0.4999999999999997,-0.8660254037844388,1.2866811866988288,-0.8189014519825903,1.0,-0.1536354033967983,0.0,0.0,-0.1382565460381463,-0.3717122621656524,0.6067464763478466,1,0.4160337573178911,0.341,class_31,1.5584572780129735
0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.2218242027933286,-0.3863169472713365,-0.0944248238387051,0.3372708193395635,0.6407631345161213,-0.2227034152445131,0.021258168047073,0.4874678670487635,0.5088871756862852,-0.7376935757569759,0.0648524531984104,0.6091281137654112,-0.3063176392357594,1.351650424297281,-0.7673923822814466,-0.937382838117303,-0.0091184844983826,0.0924706432433959,-1.1097968911704768,-0.2630390363502068,0.0,0.449,0.0,0.0,0.536,0.8660254037844387,-0.4999999999999998,1.5479028763163036,0.0827487304807743,1.0,-0.4689237156870672,0.0,0.0,-0.7376903402233593,0.07637558870256657,0.7528582439049918,1,0.3353616731954495,0.449,class_31,1.4687907260466688
0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.2218242027933286,1.0206398512376478,-0.3108214077291854,-0.3018579177896762,0.3411239649184811,1.1681364197777413,-0.3239531449492997,-0.330525960500148,0.2311735992017237,-0.9029472230097882,1.186295244198366,0.2226053138434296,-0.3063176392357594,0.6159526838434509,-0.9401614335392164,1.0250801562840084,-0.0094036939696673,0.6688214894673256,-1.1097968911704768,1.384716626566304,1.0,0.88,0.0,0.0,0.128,-1.0,-1.8369701987210294e-16,1.4763635582087582,-0.1641811447506044,1.0,1.778069628503864,0.0,0.0,-0.9029432626715258,-0.2622071244464994,0.23011765154097819,1,-0.3849247921834926,0.88,class_31,2.051623313827649
0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.2218242027933286,0.2046049081024369,0.5547649278327358,-0.4296836652155242,-0.2293429156616409,0.5887358080186491,-0.391103838710238,-0.8971069792877029,0.6940295600093264,0.1279366515765873,-0.0477718798724735,0.274963345891777,-0.3063176392357594,-0.8537282472453551,0.1376049693816778,0.7635835272183168,-0.0094081945148241,0.7775973853847068,-0.7757928102365876,0.0665120962330952,0.0,0.835,1.0,0.0,0.249,1.2246467991473532e-16,-1.0,1.3722714987563227,-0.5234722301720094,1.0,0.5515931368962906,0.0,0.0,0.1279360904447697,-0.26929522586829435,0.44886118635907746,1,0.4621320911021435,0.835,class_31,2.365456245709715
0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.2218242027933286,1.5834225706412417,-0.3829536023593455,-0.0035978404626976,0.2892633394111972,0.2962518341347697,-0.5008148313337427,-0.7972636150427622,-0.1082541053905182,-0.6380877237794028,0.0187157012083886,-0.0756850669278669,-0.3063139689468432,2.4780576992294163,-0.6632566561902676,-0.2255334357010705,-0.0092941055366978,-0.0275318816172928,0.2262194325650796,0.3960632288163974,0.0,0.635,0.0,1.44e-05,0.164,-0.5000000000000004,0.8660254037844384,1.6330242222402422,0.3765592375494498,1.0,0.1265513445531905,0.0,0.0,-0.6380849251183484,-1.7227433246542718,0.9243759669693714,1,0.8654925117143508,0.635,class_31,2.320622969726563
